0.000000	0.000000
0.000100	0.072909
0.000200	0.135984
0.000300	0.181513
0.000400	0.205489
0.000500	0.208257
0.000600	0.194100
0.000700	0.169901
0.000800	0.143274
0.000900	0.120698
0.001000	0.106116
0.001100	0.100366
0.001200	0.101519
0.001300	0.105942
0.001400	0.109730
0.001500	0.110033
0.001600	0.105895
0.001700	0.098368
0.001800	0.089921
0.001900	0.083375
0.002000	0.080743
0.002100	0.082377
0.002200	0.086708
0.002300	0.090692
0.002400	0.090805
0.002500	0.084281
0.002600	0.070185
0.002700	0.049946
0.002800	0.027159
0.002900	0.006668
0.003000	-0.006808
0.003100	-0.010116
0.003200	-0.002719
0.003300	0.012969
0.003400	0.032113
0.003500	0.048715
0.003600	0.057277
0.003700	0.054372
0.003800	0.039689
0.003900	0.016209
0.004000	-0.010541
0.004100	-0.033974
0.004200	-0.048255
0.004300	-0.049925
0.004400	-0.038883
0.004500	-0.018433
0.004600	0.005613
0.004700	0.026534
0.004800	0.038541
0.004900	0.038349
0.005000	0.026032
0.005100	0.004937
0.005200	-0.019314
0.005300	-0.040438
0.005400	-0.053249
0.005500	-0.055062
0.005600	-0.046358
0.005700	-0.030527
0.005800	-0.012801
0.005900	0.001306
0.006000	0.007579
0.006100	0.004256
0.006200	-0.007574
0.006300	-0.024416
0.006400	-0.041486
0.006500	-0.054166
0.006600	-0.059330
0.006700	-0.056164
0.006800	-0.046257
0.006900	-0.032948
0.007000	-0.020183
0.007100	-0.011246
0.007200	-0.007775
0.007300	-0.009378
0.007400	-0.013954
0.007500	-0.018607
0.007600	-0.020844
0.007700	-0.019641
0.007800	-0.016006
0.007900	-0.012819
0.008000	-0.013960
0.008100	-0.022956
0.008200	-0.041573
0.008300	-0.068787
0.008400	-0.100520
0.008500	-0.130273
0.008600	-0.150555
0.008700	-0.154762
0.008800	-0.138994
0.008900	-0.103305
0.009000	-0.052016
0.009100	0.007036
0.009200	0.064143
0.009300	0.109871
0.009400	0.137138
0.009500	0.142709
0.009600	0.127735
0.009700	0.097213
0.009800	0.058568
0.009900	0.019739
0.010000	-0.012688
0.010100	-0.034823
0.010200	-0.045977
0.010300	-0.048248
0.010400	-0.045411
0.010500	-0.041463
0.010600	-0.039315
0.010700	-0.039991
0.010800	-0.042552
0.010900	-0.044722
0.011000	-0.043945
0.011100	-0.038514
0.011200	-0.028366
0.011300	-0.015268
0.011400	-0.002331
0.011500	0.007011
0.011600	0.010206
0.011700	0.006590
0.011800	-0.002184
0.011900	-0.012436
0.012000	-0.019457
0.012100	-0.018911
0.012200	-0.008247
0.012300	0.012332
0.012400	0.039658
0.012500	0.068245
0.012600	0.091666
0.012700	0.104262
0.012800	0.102734
0.012900	0.087124
0.013000	0.060914
0.013100	0.030178
0.013200	0.002005
0.013300	-0.017367
0.013400	-0.024198
0.013500	-0.018200
0.013600	-0.002551
0.013700	0.017050
0.013800	0.034007
0.013900	0.042670
0.014000	0.039883
0.014100	0.025802
0.014200	0.003766
0.014300	-0.020717
0.014400	-0.041568
0.014500	-0.053846
0.014600	-0.055086
0.014700	-0.045871
0.014800	-0.029530
